매물번호,보증금,월세,관리비,전용면적,노후도,해당층,전체층,엘리베이터,방향,위도,경도,주소,옵션_냉장고,옵션_침대,옵션_전자레인지,옵션_에어컨,옵션_세탁기,지하철역_거리(m),세탁소_거리(m),카페_거리(m),약국_거리(m),대형마트_거리(m),편의점_거리(m),버스정류장_거리(m)
47834024,80,17,5.0,26.44,6.0,3,4,False,SW,35.8425937033111,128.763342128028,경상북도 경산시 압량읍 신대리,True,True,True,True,True,1178.0,300.0,46.0,83.0,2727.0,45.0,72.0
47834015,100,17,5.0,23.14,6.0,2,4,False,SE,35.8399846055701,128.76423745217,경상북도 경산시 압량읍 신대리,True,True,False,True,True,1106.0,80.0,132.0,130.0,2704.0,60.0,77.0
47831943,200,31,9.0,35.0,6.0,3,3,False,SW,35.8251902087206,128.729352433852,경상북도 경산시 옥산동,True,False,False,True,True,989.0,239.0,121.0,371.0,1030.0,88.0,294.0
47831529,100,22,5.0,23.14,6.0,3,3,False,NW,35.8404342764239,128.752847705422,경상북도 경산시 조영동,True,True,True,True,True,462.0,154.0,125.0,316.0,1768.0,81.0,115.0
47829334,100,25,5.0,26.45,6.0,3,3,False,E,35.8401962786308,128.752786690187,경상북도 경산시 조영동,True,True,True,True,True,436.0,134.0,107.0,300.0,1751.0,99.0,137.0
47828375,200,26,9.0,49.59,14.0,3,4,False,SW,35.8393569350488,128.766441682465,경상북도 경산시 압량읍 신대리,True,False,False,True,True,1272.0,162.0,82.0,290.0,2877.0,78.0,56.0
47828368,100,19,9.0,36.36,6.0,2,4,False,SW,35.83116801224,128.74772565588,경상북도 경산시 계양동,True,True,True,True,True,683.0,714.0,105.0,806.0,1120.0,121.0,173.0
47828353,500,36,9.0,49.59,6.0,3,4,False,SW,35.8173600907947,128.758193196757,경상북도 경산시 사동,True,True,True,True,True,2158.0,250.0,81.0,453.0,2684.0,65.0,93.0
47828259,8000,0,10.0,34.0,6.0,1,3,False,S,35.8212326976741,128.755708252686,경상북도 경산시 삼풍동,True,True,True,True,True,1692.0,46.0,80.0,116.0,2242.0,84.0,103.0
47827850,200,30,10.0,37.5,6.0,3,4,False,S,35.8407397198678,128.755689039062,경상북도 경산시 조영동,True,True,True,True,True,558.0,110.0,22.0,174.0,2013.0,19.0,162.0
47827677,150,27,5.0,28.5,6.0,3,3,False,SE,35.8409805199581,128.753836842393,경상북도 경산시 조영동,True,True,True,True,True,530.0,138.0,111.0,326.0,1876.0,125.0,10.0
47827583,150,28,5.0,25.5,7.0,1,3,False,NW,35.8397970299037,128.752944572847,경상북도 경산시 조영동,True,True,True,True,True,391.0,91.0,67.0,259.0,1744.0,82.0,164.0
47825744,100,27,5.0,29.75,24.0,1,3,False,E,35.8396757827131,128.751891320114,경상북도 경산시 조영동,True,True,True,True,True,388.0,166.0,146.0,328.0,1653.0,33.0,235.0
47825010,300,36,9.0,25.5,6.0,3,4,False,SW,35.816529233864,128.761105316659,경상북도 경산시 사동,True,True,False,True,True,2318.0,171.0,41.0,598.0,2945.0,73.0,131.0
47822952,200,31,5.0,26.45,6.0,2,4,False,S,35.8382375042062,128.75924175123,경상북도 경산시 조영동,True,True,True,True,True,615.0,441.0,18.0,168.0,2217.0,59.0,203.0
47820645,200,31,9.0,49.56,6.0,4,4,False,SE,35.8308998462076,128.747458622594,경상북도 경산시 계양동,True,True,False,True,True,677.0,696.0,129.0,844.0,1102.0,155.0,184.0
47820483,100,19,9.0,33.05,6.0,4,4,False,NE,35.8325397127704,128.745785119436,경상북도 경산시 계양동,True,False,False,True,True,459.0,529.0,15.0,829.0,928.0,214.0,161.0
47819526,150,25,8.0,23.14,7.0,2,4,False,S,35.8378024582002,128.754433967554,경상북도 경산시 조영동,True,True,True,True,True,221.0,172.0,14.0,72.0,1788.0,63.0,103.0
47818673,300,40,10.0,30.0,6.0,2,4,True,S,35.8392882215578,128.756432833482,경상북도 경산시 조영동,True,True,True,True,True,465.0,170.0,14.0,92.0,2012.0,14.0,188.0
47818097,100,25,5.0,20.0,6.0,2,3,False,S,35.8398574463648,128.751044708729,경상북도 경산시 대동,True,True,True,True,True,430.0,245.0,208.0,387.0,1595.0,108.0,287.0
47816421,200,32,0.0,26.45,6.0,3,3,False,S,35.8388317018308,128.75313902133,경상북도 경산시 조영동,True,True,True,True,True,285.0,61.0,19.0,185.0,1717.0,38.0,212.0
47816351,300,36,9.0,49.56,6.0,2,4,False,N,35.8173600907954,128.758193196756,경상북도 경산시 사동,True,True,False,True,True,2158.0,250.0,81.0,453.0,2684.0,65.0,93.0
47816318,200,32,5.0,27.0,6.0,4,4,False,W,35.8396223612985,128.757048882309,경상북도 경산시 조영동,True,True,True,True,True,530.0,227.0,70.0,26.0,2077.0,80.0,121.0
47816132,1000,84,8.0,39.54,6.0,7,15,True,S,35.8336796787994,128.743877290366,경상북도 경산시 계양동,True,False,False,True,True,258.0,389.0,2.0,749.0,758.0,2.0,148.0
47815778,300,36,9.0,49.59,6.0,2,4,False,N,35.8173600907947,128.758193196757,경상북도 경산시 사동,True,True,True,True,True,2158.0,250.0,81.0,453.0,2684.0,65.0,93.0
47815701,100,16,9.0,39.67,6.0,2,4,False,E,35.8244812532493,128.739711572658,경상북도 경산시 중방동,True,True,True,True,True,1077.0,382.0,114.0,191.0,1019.0,71.0,61.0
47815498,100,25,5.0,27.0,6.0,1,4,False,W,35.8389367685516,128.759100710027,경상북도 경산시 조영동,True,True,True,True,True,636.0,413.0,97.0,113.0,2227.0,55.0,124.0
47810502,300,27,10.0,29.75,6.0,2,4,False,E,35.8309008541,128.708990291052,대구시 수성구 욱수동,True,True,False,True,True,892.0,110.0,69.0,200.0,1075.0,110.0,186.0
47810270,100,22,8.0,29.75,15.0,2,3,False,S,35.8398574463648,128.751044708729,경상북도 경산시 대동,True,True,True,True,True,430.0,245.0,208.0,387.0,1595.0,108.0,287.0
47810225,100,21,5.0,29.75,26.0,2,3,False,E,35.8408589934826,128.753735669256,경상북도 경산시 조영동,True,True,True,True,True,516.0,153.0,105.0,317.0,1861.0,133.0,26.0
47809530,200,34,0.0,26.44,6.0,3,4,False,S,35.8381181814194,128.752892687269,경상북도 경산시 대동,True,True,True,True,True,205.0,138.0,60.0,132.0,1667.0,48.0,149.0
47809519,200,31,5.0,29.8,6.0,2,3,False,S,35.8373442163176,128.751458465619,경상북도 경산시 대동,True,True,True,True,True,173.0,285.0,38.0,177.0,1517.0,105.0,215.0
47807576,200,15,10.0,29.75,6.0,3,3,False,W,35.8321202082554,128.703791313923,대구시 수성구 신매동,True,False,False,True,True,976.0,209.0,78.0,374.0,841.0,130.0,180.0
47806556,100,27,5.0,27.0,6.0,1,3,False,SE,35.838989834665,128.752936215772,경상북도 경산시 조영동,True,True,True,True,True,302.0,68.0,32.0,209.0,1707.0,47.0,235.0
47806386,200,20,10.0,29.75,6.0,2,4,False,S,35.8306797277263,128.705120385185,대구시 수성구 신매동,True,True,True,True,True,1131.0,197.0,112.0,379.0,1006.0,63.0,78.0
47806246,200,32,5.0,27.0,6.0,3,3,False,S,35.8386598910617,128.753933155839,경상북도 경산시 조영동,True,True,True,True,True,282.0,66.0,44.0,112.0,1776.0,62.0,185.0
47804081,200,30,10.0,27.0,6.0,3,4,False,SE,35.8388280970632,128.760121768393,경상북도 경산시 압량읍 부적리,True,True,True,True,True,714.0,472.0,117.0,204.0,2312.0,44.0,172.0
47803416,200,19,9.0,33.05,6.0,2,4,False,NE,35.8302819577524,128.705165541968,대구시 수성구 신매동,True,False,True,True,True,1187.0,236.0,148.0,403.0,1050.0,107.0,34.0
47803400,200,19,9.0,33.05,6.0,2,4,False,SW,35.8302558121753,128.706042493636,대구시 수성구 신매동,True,False,False,True,True,1129.0,223.0,84.0,349.0,1064.0,143.0,76.0
47799819,100,21,5.0,26.44,6.0,3,4,False,SW,35.8410480446987,128.75739895464,경상북도 경산시 압량읍 부적리,True,True,True,True,True,670.0,214.0,92.0,124.0,2167.0,33.0,104.0
47799389,150,28,5.0,20.0,7.0,2,3,False,SE,35.8378024582009,128.754433967554,경상북도 경산시 조영동,True,True,True,True,True,221.0,172.0,14.0,72.0,1788.0,63.0,103.0
47798997,100,27,0.0,26.44,6.0,3,3,False,SE,35.83897703938851,128.75123075529615,경상북도 경산시 대동,True,True,True,True,True,334.0,219.0,110.0,305.0,1566.0,98.0,319.0
47798965,100,25,5.0,29.75,6.0,2,3,False,E,35.84095127120123,128.7530316192216,경상북도 경산시 임당동,True,True,True,True,True,520.0,202.0,157.0,354.0,1811.0,72.0,76.0
47798955,200,27,5.0,29.75,6.0,1,3,False,E,35.8417980588533,128.753525483805,경상북도 경산시 조영동,True,True,True,True,True,617.0,147.0,206.0,402.0,1896.0,42.0,83.0
47798901,200,30,5.0,23.14,6.0,4,4,False,E,35.8395670517361,128.756542236264,경상북도 경산시 조영동,True,True,True,True,True,494.0,181.0,46.0,68.0,2032.0,46.0,162.0
47798897,100,27,5.0,23.14,6.0,2,3,False,W,35.8393915726948,128.753676025275,경상북도 경산시 조영동,True,True,True,True,True,354.0,21.0,13.0,180.0,1786.0,42.0,187.0
47798883,100,30,5.0,26.44,6.0,3,3,False,S,35.8390759800663,128.753461241684,경상북도 경산시 조영동,True,True,True,True,True,316.0,21.0,2.0,172.0,1754.0,2.0,224.0
47798879,70,17,5.0,29.75,6.0,2,3,False,E,35.8430808054287,128.747248176902,경상북도 경산시 임당동,True,True,True,True,True,910.0,96.0,140.0,882.0,1542.0,30.0,51.0
47796749,200,24,8.0,29.75,24.0,2,3,False,S,35.8418076399948,128.753523481299,경상북도 경산시 조영동,True,True,True,True,True,618.0,147.0,207.0,402.0,1897.0,41.0,84.0
47796544,100,25,5.0,34.0,6.0,3,4,False,S,35.823190757478,128.754708653194,경상북도 경산시 삼풍동,True,True,True,True,True,1465.0,173.0,118.0,252.0,2045.0,111.0,252.0
47793978,500,31,9.0,36.36,6.0,2,3,False,SW,35.8071214688538,128.753216246926,경상북도 경산시 사동,True,True,True,True,True,3194.0,499.0,212.0,500.0,3290.0,290.0,131.0
47793212,200,27,5.0,29.8,6.0,4,4,False,S,35.8387121922086,128.751521744344,경상북도 경산시 대동,True,True,True,True,True,296.0,199.0,74.0,265.0,1577.0,78.0,280.0
47793072,200,38,5.0,29.8,6.0,3,3,False,SE,35.8395600746942,128.753491376098,경상북도 경산시 조영동,True,True,True,True,True,370.0,42.0,12.0,205.0,1778.0,55.0,171.0
47792921,100,25,5.0,29.8,6.0,3,4,False,S,35.8383520873484,128.759472146022,경상북도 경산시 조영동,True,True,True,True,True,639.0,457.0,39.0,175.0,2241.0,35.0,194.0
47792776,500,41,9.0,52.89,11.0,3,4,False,SW,35.8153801847056,128.75458297417,경상북도 경산시 사동,True,True,True,True,True,2329.0,191.0,121.0,252.0,2606.0,38.0,191.0
47792701,100,27,5.0,20.0,6.0,1,3,False,W,35.8381763534472,128.750849942273,경상북도 경산시 대동,True,True,True,True,True,278.0,276.0,82.0,269.0,1498.0,43.0,296.0
47792461,150,31,5.0,36.36,6.0,3,3,False,SW,35.8406623834553,128.755215545202,경상북도 경산시 조영동,True,True,False,True,True,532.0,107.0,51.0,206.0,1971.0,60.0,125.0
47792421,100,30,0.0,29.8,7.0,2,3,False,SE,35.8393289124996,128.752541949718,경상북도 경산시 조영동,True,True,True,True,True,341.0,100.0,80.0,258.0,1689.0,39.0,227.0
47792378,150,28,0.0,29.8,6.0,3,4,False,SW,35.8386689234406,128.758481141697,경상북도 경산시 조영동,True,True,True,True,True,573.0,362.0,94.0,87.0,2165.0,104.0,159.0
47792346,150,30,5.0,29.8,6.0,3,3,False,SW,35.8417424315828,128.753422440646,경상북도 경산시 조영동,True,True,True,True,True,610.0,155.0,204.0,406.0,1885.0,37.0,83.0
47792324,150,25,5.0,25.0,12.0,3,4,False,SE,35.8401373164019,128.755849512546,경상북도 경산시 조영동,True,True,True,True,True,507.0,145.0,47.0,131.0,1998.0,47.0,203.0
47792277,100,22,5.0,23.0,7.0,2,4,False,SE,35.8396364764127,128.755997171813,경상북도 경산시 조영동,True,True,True,True,True,469.0,134.0,59.0,113.0,1989.0,31.0,203.0
47792226,50,17,5.0,29.8,6.0,3,3,False,S,35.8448068186837,128.757410621619,경상북도 경산시 압량읍 부적리,True,True,True,True,True,1033.0,350.0,189.0,518.0,2371.0,41.0,308.0
47792113,50,22,5.0,40.0,6.0,1,3,False,S,35.8436231184185,128.748863422573,경상북도 경산시 임당동,True,False,True,True,True,893.0,173.0,20.0,820.0,1687.0,58.0,143.0
47791981,100,20,5.0,29.8,6.0,2,3,False,S,35.8449313719771,128.757390902865,경상북도 경산시 압량읍 부적리,True,True,True,True,True,1046.0,345.0,183.0,532.0,2378.0,54.0,318.0
47790999,200,30,5.0,27.0,7.0,2,3,False,SE,35.8393289124996,128.752541949718,경상북도 경산시 조영동,True,True,True,True,True,341.0,100.0,80.0,258.0,1689.0,39.0,227.0
47789864,100,25,5.0,30.0,6.0,2,3,False,S,35.8212893435649,128.756228640919,경상북도 경산시 삼풍동,True,True,True,True,True,1694.0,69.0,118.0,163.0,2276.0,55.0,136.0
47789855,300,30,8.0,30.0,6.0,2,4,False,S,35.8224885863748,128.757977150293,경상북도 경산시 삼풍동,True,True,True,True,True,1601.0,275.0,235.0,360.0,2338.0,166.0,342.0
47789417,30,10,6.0,49.58,6.0,1,3,False,S,35.842186310850295,128.7499068387001,경상북도 경산시 임당동,True,True,False,True,True,709.0,327.0,37.0,640.0,1652.0,71.0,47.0
47788480,50,15,5.0,26.44,6.0,2,3,False,E,35.8430215111795,128.755500172089,경상북도 경산시 조영동,True,True,True,True,True,787.0,159.0,90.0,391.0,2119.0,152.0,251.0
47787120,100,27,5.0,45.0,6.0,2,4,False,SW,35.8428263094505,128.758095704825,경상북도 경산시 압량읍 부적리,True,True,True,True,True,868.0,298.0,164.0,292.0,2311.0,94.0,181.0
47787074,50,17,5.0,29.8,6.0,2,3,False,S,35.8436231184185,128.748863422573,경상북도 경산시 임당동,True,True,True,True,True,893.0,173.0,20.0,820.0,1687.0,58.0,143.0
47786690,100,20,5.0,26.0,6.0,4,4,False,S,35.8394183312754,128.764158287098,경상북도 경산시 압량읍 신대리,True,True,True,True,True,1077.0,125.0,125.0,193.0,2680.0,78.0,116.0
47786541,100,27,5.0,29.8,6.0,2,4,False,S,35.8406849670364,128.757098108991,경상북도 경산시 압량읍 부적리,True,True,True,True,True,622.0,205.0,52.0,99.0,2126.0,43.0,100.0
47786509,100,22,5.0,29.8,6.0,3,3,False,S,35.8425321797142,128.753533346217,경상북도 경산시 조영동,True,True,True,True,True,698.0,176.0,250.0,451.0,1940.0,77.0,159.0
47786270,100,30,0.0,29.8,14.0,2,4,False,SW,35.8383520873484,128.759472146022,경상북도 경산시 조영동,True,True,True,True,True,639.0,457.0,39.0,175.0,2241.0,35.0,194.0
47784341,200,32,5.0,27.0,6.0,2,4,False,SW,35.8396223612985,128.757048882309,경상북도 경산시 조영동,True,True,True,True,True,530.0,227.0,70.0,26.0,2077.0,80.0,121.0
47780244,100,25,7.0,20.0,6.0,3,4,False,E,35.8408197089072,128.755382805088,경상북도 경산시 조영동,True,True,True,True,True,554.0,92.0,45.0,202.0,1992.0,41.0,133.0
47777156,200,28,5.0,20.0,6.0,4,4,False,W,35.8387364479259,128.751545407325,경상북도 경산시 대동,True,True,True,True,True,298.0,196.0,76.0,266.0,1580.0,79.0,280.0
47776912,100,27,5.0,20.0,6.0,2,3,False,W,35.8389804903939,128.751216554929,경상북도 경산시 대동,True,True,True,True,True,335.0,220.0,111.0,306.0,1565.0,98.0,321.0
47776842,100,20,5.0,29.8,6.0,4,4,False,S,35.8390799865801,128.766296873376,경상북도 경산시 압량읍 신대리,True,True,True,True,True,1251.0,175.0,95.0,304.0,2857.0,48.0,36.0
47776780,200,33,5.0,20.0,6.0,2,4,False,W,35.8404779001754,128.756894002318,경상북도 경산시 조영동,True,True,True,True,True,592.0,203.0,26.0,81.0,2100.0,69.0,110.0
47776585,100,23,5.0,29.8,6.0,3,3,False,S,35.8395735526315,128.752289694324,경상북도 경산시 조영동,True,True,True,True,True,370.0,128.0,115.0,291.0,1680.0,19.0,218.0
47776571,150,25,5.0,29.8,6.0,1,3,False,S,35.8396658918377,128.752760963793,경상북도 경산시 조영동,True,True,True,True,True,377.0,94.0,77.0,262.0,1723.0,61.0,185.0
47776537,200,31,0.0,29.8,6.0,2,4,False,SW,35.8404779001754,128.756894002318,경상북도 경산시 조영동,True,True,True,True,True,592.0,203.0,26.0,81.0,2100.0,69.0,110.0
47776493,200,25,5.0,29.8,13.0,2,5,True,S,35.841625403102,128.758512990787,경상북도 경산시 압량읍 부적리,True,True,True,True,True,783.0,304.0,107.0,159.0,2285.0,50.0,59.0
47776444,200,28,5.0,26.44,6.0,2,3,False,SW,35.8393039567616,128.752924536222,경상북도 경산시 조영동,True,True,True,True,True,337.0,65.0,55.0,226.0,1720.0,55.0,213.0
47776425,100,30,5.0,29.8,6.0,2,3,False,S,35.8396757827131,128.751891320114,경상북도 경산시 조영동,True,True,True,True,True,388.0,166.0,146.0,328.0,1653.0,33.0,235.0
47776410,200,33,5.0,45.0,6.0,2,4,True,S,35.8428592104078,128.758335154264,경상북도 경산시 압량읍 부적리,True,True,False,True,True,883.0,319.0,186.0,295.0,2332.0,90.0,160.0
47775605,200,33,5.0,28.0,6.0,3,4,False,S,35.8399179068708,128.753084131462,경상북도 경산시 조영동,True,True,True,True,True,405.0,94.0,66.0,259.0,1762.0,100.0,146.0
47775450,100,27,5.0,23.14,7.0,1,4,False,S,35.8378024582002,128.754433967554,경상북도 경산시 조영동,True,True,True,True,True,221.0,172.0,14.0,72.0,1788.0,63.0,103.0
47774751,200,30,7.0,34.0,6.0,1,3,False,S,35.8208633302518,128.755942314591,경상북도 경산시 삼풍동,True,True,True,True,True,1736.0,20.0,71.0,133.0,2283.0,108.0,84.0
47774288,70,18,7.0,19.83,7.0,2,3,False,SW,35.8293214585443,128.739881199876,경상북도 경산시 중방동,True,True,True,True,True,543.0,180.0,143.0,359.0,567.0,214.0,196.0
47774231,200,40,5.0,20.0,6.0,1,3,False,W,35.8389684806623,128.75269515277,경상북도 경산시 조영동,True,True,True,True,True,300.0,89.0,40.0,223.0,1686.0,48.0,240.0
47774108,100,28,5.0,20.0,6.0,2,3,False,W,35.8412605469108,128.757594883716,경상북도 경산시 압량읍 부적리,True,True,True,True,True,700.0,225.0,91.0,133.0,2193.0,41.0,110.0
47773407,200,40,5.0,20.0,6.0,2,3,False,W,35.8393226755748,128.753160894204,경상북도 경산시 조영동,True,True,True,True,True,340.0,45.0,39.0,210.0,1740.0,39.0,204.0
47773339,200,30,3.0,20.0,6.0,2,4,False,W,35.8407867376246,128.755141590639,경상북도 경산시 조영동,True,True,True,True,True,542.0,93.0,62.0,218.0,1971.0,63.0,113.0
47773179,4500,0,5.0,26.45,6.0,3,3,False,E,35.83902076655612,128.75193999493786,경상북도 경산시 대동,True,True,True,True,True,316.0,154.0,101.0,264.0,1626.0,52.0,280.0
47773099,200,30,5.0,20.0,6.0,2,3,False,W,35.8406028435541,128.753992208087,경상북도 경산시 조영동,True,True,True,True,True,492.0,147.0,68.0,282.0,1869.0,154.0,53.0
47771884,100,25,5.0,26.45,6.0,3,3,False,S,35.8385750023731,128.754032105073,경상북도 경산시 조영동,True,True,True,True,True,277.0,78.0,56.0,100.0,1781.0,75.0,176.0
47771844,100,25,5.0,30.0,6.0,2,4,False,S,35.8208147397051,128.755184998559,경상북도 경산시 삼풍동,True,True,True,True,True,1732.0,49.0,21.0,66.0,2231.0,66.0,46.0
47771058,200,28,5.0,33.05,14.0,4,4,False,S,35.8387143682521,128.751533191002,경상북도 경산시 대동,True,True,True,True,True,296.0,197.0,73.0,265.0,1578.0,77.0,279.0
47769157,100,23,5.0,30.0,6.0,1,3,False,S,35.8230278037711,128.755080930718,경상북도 경산시 삼풍동,True,True,True,True,True,1487.0,197.0,89.0,239.0,2083.0,77.0,270.0
47768676,100,23,6.0,23.14,6.0,2,4,False,S,35.8307521424169,128.747453059479,경상북도 경산시 계양동,True,True,True,True,True,686.0,700.0,138.0,857.0,1105.0,164.0,181.0
47767761,200,30,5.0,33.05,11.0,4,4,False,S,35.8405656533684,128.756210997979,경상북도 경산시 조영동,True,True,True,True,True,565.0,152.0,41.0,126.0,2047.0,47.0,173.0
47767626,100,25,5.0,33.06,24.0,1,3,False,S,35.8409511039156,128.753030730161,경상북도 경산시 임당동,True,True,True,True,True,520.0,202.0,157.0,354.0,1810.0,72.0,76.0
47767541,100,25,5.0,33.06,23.0,2,3,False,E,35.8422054255653,128.751155317314,경상북도 경산시 임당동,True,True,True,True,True,677.0,365.0,108.0,566.0,1743.0,0.0,117.0
47767379,100,23,5.0,26.45,,1,3,False,E,35.8396364764134,128.755997171813,경상북도 경산시 조영동,True,True,True,True,True,469.0,134.0,59.0,113.0,1989.0,31.0,203.0
47766211,200,30,5.0,26.45,6.0,3,4,True,S,35.8391852508878,128.758433000592,경상북도 경산시 조영동,True,True,True,True,True,598.0,350.0,143.0,47.0,2178.0,70.0,106.0
47764812,200,26,9.0,25.5,6.0,4,4,False,SW,35.8379011490158,128.765278386044,경상북도 경산시 압량읍 신대리,True,True,False,True,True,1134.0,265.0,70.0,377.0,2738.0,93.0,101.0
47764801,150,25,5.0,27.0,6.0,3,4,False,SW,35.8390834877691,128.759979448065,경상북도 경산시 압량읍 부적리,True,True,True,True,True,714.0,476.0,132.0,185.0,2307.0,62.0,142.0
47763711,200,35,5.0,20.1,6.0,3,3,False,SW,35.8395600746942,128.753491376098,경상북도 경산시 조영동,True,True,True,True,True,370.0,42.0,12.0,205.0,1778.0,55.0,171.0
47763623,200,30,5.0,27.0,6.0,3,3,False,W,35.8408817488998,128.753960832477,경상북도 경산시 조영동,True,True,True,True,True,522.0,135.0,97.0,312.0,1880.0,135.0,23.0
47763502,150,28,5.0,22.5,7.0,3,3,False,S,35.8402857670629,128.753193823108,경상북도 경산시 조영동,True,True,True,True,True,447.0,127.0,97.0,284.0,1789.0,115.0,106.0
47758696,200,40,5.0,26.44,6.0,2,3,False,E,35.83914658974855,128.7539392244491,경상북도 경산시 조영동,True,True,True,True,True,334.0,28.0,15.0,144.0,1797.0,45.0,214.0
47758108,200,30,7.0,23.14,7.0,2,3,False,E,35.8386598910617,128.753933155839,경상북도 경산시 조영동,True,True,True,True,True,282.0,66.0,44.0,112.0,1776.0,62.0,185.0
47758024,200,30,7.0,27.0,6.0,4,4,False,SW,35.8409524353182,128.756665752015,경상북도 경산시 조영동,True,True,True,True,True,623.0,157.0,82.0,138.0,2102.0,75.0,148.0
47756795,200,31,5.0,27.0,6.0,4,4,False,SW,35.8388317018315,128.75313902133,경상북도 경산시 조영동,True,True,True,True,True,285.0,61.0,19.0,185.0,1717.0,38.0,212.0
47756759,100,25,5.0,29.75,6.0,2,4,False,SE,35.8208147397044,128.755184998559,경상북도 경산시 삼풍동,True,True,True,True,True,1732.0,49.0,21.0,66.0,2231.0,66.0,46.0
47752991,6000,0,10.0,33.1,6.0,2,4,False,SE,35.8398100288197,128.762434433632,경상북도 경산시 압량읍 부적리,True,True,True,True,True,949.0,241.0,39.0,198.0,2543.0,202.0,68.0
47752938,200,30,5.0,30.0,6.0,2,4,False,SW,35.8379011490158,128.765278386044,경상북도 경산시 압량읍 신대리,True,True,True,True,True,1134.0,265.0,70.0,377.0,2738.0,93.0,101.0
47752931,300,35,10.0,27.0,6.0,2,4,True,SE,35.8383084411914,128.758945069379,경상북도 경산시 조영동,True,True,True,True,True,593.0,413.0,36.0,144.0,2194.0,79.0,193.0
47752911,300,40,10.0,27.0,6.0,2,4,False,SW,35.8378716545081,128.752563893814,경상북도 경산시 대동,True,True,True,True,True,179.0,177.0,51.0,134.0,1630.0,56.0,148.0
47752540,200,26,9.0,23.14,6.0,2,4,False,SW,35.8401097306666,128.756300327019,경상북도 경산시 조영동,True,True,True,True,True,527.0,178.0,57.0,91.0,2034.0,70.0,164.0
47752539,200,23,5.0,25.5,6.0,2,4,False,SW,35.8194666384794,128.736840731336,경상북도 경산시 삼북동,True,False,False,True,True,1672.0,72.0,124.0,140.0,1508.0,228.0,128.0
47752526,200,25,5.0,25.5,6.0,3,4,False,SW,35.8152282650315,128.761548879793,경상북도 경산시 사동,True,True,False,True,True,2468.0,168.0,119.0,478.0,3068.0,176.0,199.0
47752462,200,31,9.0,49.58,6.0,4,4,False,SE,35.8308998462069,128.747458622594,경상북도 경산시 계양동,True,True,True,True,True,677.0,696.0,129.0,844.0,1102.0,155.0,184.0
47751886,150,27,5.0,20.1,7.0,1,3,False,NE,35.8397815652299,128.7522565321,경상북도 경산시 조영동,True,True,True,True,True,393.0,140.0,124.0,306.0,1688.0,38.0,203.0
47751474,50,19,5.0,20.1,6.0,3,3,False,SW,35.8430124816927,128.754958666691,경상북도 경산시 조영동,True,True,True,True,True,773.0,155.0,132.0,412.0,2077.0,155.0,227.0
47750988,300,45,0.0,40.0,6.0,4,4,False,S,35.8386203543511,128.760216336297,경상북도 경산시 압량읍 부적리,True,True,True,True,True,713.0,473.0,109.0,219.0,2313.0,41.0,196.0
47750881,500,50,5.0,40.0,6.0,4,4,False,SW,35.8395670517369,128.756542236264,경상북도 경산시 조영동,True,True,True,True,True,494.0,181.0,46.0,68.0,2032.0,46.0,162.0
47750534,100,25,3.0,28.5,6.0,3,3,False,E,35.8411683218783,128.752002061,경상북도 경산시 임당동,True,True,True,True,True,549.0,264.0,232.0,428.0,1743.0,31.0,168.0
47750516,500,42,8.0,37.5,6.0,2,4,False,S,35.8153801847063,128.75458297417,경상북도 경산시 사동,True,True,True,True,True,2329.0,191.0,121.0,252.0,2606.0,38.0,191.0
47749810,100,20,8.0,20.0,6.0,3,3,False,S,35.8418565810814,128.750346600252,경상북도 경산시 임당동,True,True,True,True,True,660.0,380.0,78.0,586.0,1661.0,83.0,90.0
47749602,100,24,5.0,30.0,6.0,3,4,False,S,35.8234871028861,128.753871606094,경상북도 경산시 삼풍동,True,True,True,True,True,1425.0,139.0,173.0,289.0,1964.0,188.0,225.0
47748812,300,27,9.0,40.0,6.0,3,4,True,S,35.8280677151368,128.737490156119,경상북도 경산시 중방동,True,True,True,True,True,745.0,118.0,97.0,136.0,576.0,32.0,240.0
47748752,100,19,9.0,39.67,6.0,4,4,False,S,35.8325397127697,128.745785119437,경상북도 경산시 계양동,True,True,True,True,True,459.0,529.0,15.0,829.0,928.0,214.0,161.0
47748745,500,26,9.0,40.0,6.0,2,4,False,S,35.828833901731,128.739822198253,경상북도 경산시 중방동,True,True,True,True,True,597.0,175.0,191.0,315.0,604.0,195.0,244.0
47748726,200,31,9.0,33.05,6.0,2,4,True,S,35.8149696639782,128.755685157312,경상북도 경산시 사동,True,True,False,True,True,2383.0,82.0,58.0,250.0,2706.0,148.0,123.0
47748676,200,26,9.0,39.67,6.0,2,4,False,S,35.8203416977442,128.732879090393,경상북도 경산시 중방동,True,True,False,True,True,1578.0,93.0,86.0,219.0,1426.0,205.0,174.0
47748630,100,15,9.0,39.67,6.0,1,3,False,SE,35.815826834409,128.763923521216,경상북도 경산시 사동,True,True,False,True,True,2483.0,367.0,196.0,654.0,3194.0,334.0,107.0
47747401,200,35,5.0,26.45,6.0,1,4,False,E,35.8385243350281,128.757628464729,경상북도 경산시 조영동,True,True,True,True,True,497.0,292.0,109.0,93.0,2087.0,137.0,202.0
47747374,150,31,5.0,27.0,6.0,2,3,False,SE,35.8388113370622,128.754342753277,경상북도 경산시 조영동,True,True,True,True,True,312.0,64.0,54.0,92.0,1817.0,85.0,207.0
